Datetime;T_set_Bathroom;T_set_Room3;T_set_Room1;T_set_Room2;T_set_Kitchen;T_set_Dining;T_set_Living;T_m_ext;T_m_water;T_m_ground_post;Irradiation;Occupancy;switch_Bathroom;switch_Room3;switch_Room1;switch_Room2;switch_Kitchen;switch_Dining;switch_Living;T_m_Kitchen;T_m_Dining;T_m_Living;T_m_Room1;T_m_Bathroom;T_m_Room2;T_m_Room3
2021-02-15 04:45:00+00:00;17.0;17.0;17.0;17.0;16.0;16.0;16.0;1.6666666666666667;54.66666666666666;15;0.0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16.972397047581183;16.847922019010355;15.418778313335679;16.93509052396172;17.753111624992243;17.708704749950527;16.325190879594402
2021-02-15 05:00:00+00:00;20.33333333333333;17.0;17.0;17.0;16.0;16.0;16.0;2.0;55.0;15;0.0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;16.882107585551125;16.779793820421787;15.36366152721439;16.90540475793665;18.480001383353056;17.83317929599241;16.29700758669827
2021-02-15 05:15:00+00:00;22.0;17.0;17.0;17.0;16.0;16.0;16.0;2.0;55.66666666666666;15;0.0;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;16.795510152569875;16.722020340113545;15.313681344140718;16.88169100006752;18.996413737023488;17.952766432909925;16.295251469675975
2021-02-15 05:30:00+00:00;22.0;15.666666666666664;15.666666666666664;15.666666666666664;20.0;18.666666666666668;16.0;2.0;54.33333333333334;15;0.0;0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;17.378995254660424;17.345293654428758;15.282807732201888;16.86243525258618;19.34414677276851;17.79364367529365;16.301838412009545
2021-02-15 05:45:00+00:00;22.0;15.0;15.0;15.0;20.0;20.0;16.0;2.0;63.33333333333334;15;0.0;0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;18.093286053957797;18.090945478483377;15.273042126460325;16.849878457838827;19.966751623675066;17.634048617519795;16.32840706833491
2021-02-15 06:00:00+00:00;22.0;15.0;15.0;15.0;20.0;20.0;16.0;2.0;55.66666666666666;15;0.0;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;18.655390428612748;18.663682150560362;15.945629561414307;16.843280091858503;20.17699455002753;17.49292842845051;16.392259736690107
2021-02-15 06:15:00+00:00;22.0;15.0;15.0;15.0;20.0;20.0;16.0;2.0;64.0;15;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;1.0;18.834548226732522;18.645787425403682;16.67594146918543;16.837024939996127;20.643739654216745;17.369388119797577;16.500659120933506
2021-02-15 06:30:00+00:00;22.0;15.0;15.0;15.0;20.0;20.0;16.0;2.0;48.0;15;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.835335745137627;18.549983659700388;16.580556848221306;16.82671767267243;20.25630688600114;17.25447639751326;16.56977851856533
2021-02-15 06:45:00+00:00;16.0;15.0;15.0;15.0;20.0;20.0;16.0;2.0;40.66666666666666;15;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.757275566817896;18.43897314720192;16.462291418964526;16.810973881009943;19.58911841959906;17.146107792883356;16.59232610559468
2021-02-15 07:00:00+00:00;16.0;15.0;15.0;15.0;17.333333333333332;16.0;16.0;2.0;48.66666666666666;15;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.645537661711387;18.320475055955285;16.350948586201923;16.789696604964433;18.89087778560605;17.04271190543318;16.573819993667826
2021-02-15 07:15:00+00:00;16.0;15.0;15.0;15.0;16.0;16.0;16.0;2.0;40.333333333333336;15;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.52034519070361;18.196758336067546;16.245241755236464;16.763279284774853;18.257248963035295;16.94304297874453;16.522868967897068
